_time,_value,instance_id
01/02/2024 12:00,0.8175145421985363,aws.ec2.cpuutilization{instance-type:t2.micro}
01/02/2024 14:00,0.7867213480574368,aws.ec2.cpuutilization{instance-type:t2.micro}
01/02/2024 16:00,0.7484246709171973,aws.ec2.cpuutilization{instance-type:t2.micro}
01/02/2024 18:00,0.7464499173904309,aws.ec2.cpuutilization{instance-type:t2.micro}
01/02/2024 20:00,0.8179729688514055,aws.ec2.cpuutilization{instance-type:t2.micro}
01/02/2024 22:00,0.7199861869223081,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 00:00,0.4199125321217108,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 02:00,0.4319333665333076,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 04:00,0.5501338990052899,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 06:00,0.7996970116730407,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 08:00,0.7572553548391688,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 10:00,0.7288529635790787,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 12:00,0.7654019496903153,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 14:00,0.8035484203160586,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 16:00,0.7930103684056296,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 18:00,0.5653818125209339,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 20:00,0.7601872225811537,aws.ec2.cpuutilization{instance-type:t2.micro}
02/02/2024 22:00,0.6661271829665967,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 00:00,0.4236419926128907,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 02:00,0.44612190312048994,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 04:00,0.5010324696611195,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 06:00,0.7793743134542557,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 08:00,0.7472279855405166,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 10:00,0.7512599663854318,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 12:00,0.5658546158865547,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 14:00,0.7584037304199759,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 16:00,0.694975222968227,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 18:00,0.7358350795011578,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 20:00,0.763205283605996,aws.ec2.cpuutilization{instance-type:t2.micro}
03/02/2024 22:00,0.6081171597216342,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 00:00,0.42393464134868775,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 02:00,0.4241145581015764,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 04:00,0.6031103362186553,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 06:00,0.8023069570247995,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 08:00,0.7916508731650997,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 10:00,0.7369513257913193,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 12:00,0.7234396380686773,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 14:00,0.793513095762058,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 16:00,0.742253113422114,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 18:00,0.7344004519037555,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 20:00,0.7421010141429227,aws.ec2.cpuutilization{instance-type:t2.micro}
04/02/2024 22:00,0.6377521323259602,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 00:00,0.43286939257893625,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 02:00,0.42986763460109656,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 04:00,0.5099121830226537,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 06:00,0.8120007648293724,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 08:00,0.7523514847364772,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 10:00,0.751256552715015,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 12:00,0.7660232189202145,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 14:00,0.8303729268210127,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 16:00,0.7633367352781969,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 18:00,0.8076383289794554,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 20:00,0.748557663431013,aws.ec2.cpuutilization{instance-type:t2.micro}
05/02/2024 22:00,0.5579277589906884,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 00:00,0.420502816943104,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 02:00,0.4173559803154797,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 04:00,0.6394633534127756,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 06:00,0.8429991229462808,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 08:00,0.7892769734981072,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 10:00,0.7318371411938813,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 12:00,0.7451993242786056,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 14:00,0.7359518324124069,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 16:00,0.7401943911554358,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 18:00,0.7679781718352457,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 20:00,0.7271793000708031,aws.ec2.cpuutilization{instance-type:t2.micro}
06/02/2024 22:00,0.7223468708484319,aws.ec2.cpuutilization{instance-type:t2.micro}
07/02/2024 00:00,0.5029155395155752,aws.ec2.cpuutilization{instance-type:t2.micro}
07/02/2024 02:00,0.41929739411702294,aws.ec2.cpuutilization{instance-type:t2.micro}
07/02/2024 04:00,0.4448854652123789,aws.ec2.cpuutilization{instance-type:t2.micro}
07/02/2024 06:00,0.7800306846978018,aws.ec2.cpuutilization{instance-type:t2.micro}
07/02/2024 08:00,0.7281909283737842,aws.ec2.cpuutilization{instance-type:t2.micro}
